City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
ituango,96,CO,1562276402,92,7.17,-75.76,67.28,1.77
aden,100,YE,1562276209,47,12.79,45.03,92.55,11.05
santa eulalia,42,GT,1562276403,40,15.73,-91.46,74.03,9.19
jaru,0,BR,1562276403,56,-10.43,-62.48,86.95,3.15
henderson,1,US,1562276318,10,36.04,-114.98,99,20.8
bayir,0,TR,1562276404,78,37.27,28.22,73.4,2.24
karakol,0,KG,1562276404,61,42.49,78.39,57.2,5.97
hengshui,52,CN,1562276404,32,37.73,115.7,84.66,13.49
honningsvag,40,NO,1562276405,87,70.98,25.97,48.2,9.17
beausejour,75,CA,1562276405,32,50.06,-96.51,82,9.17
leh,95,IN,1562276405,55,34.16,77.58,35.76,4.34
banikoara,64,BJ,1562276406,87,11.3,2.44,76.01,3.96
payo,4,ID,1562276406,97,-3.75,103.64,65.55,3.36
luwuk,100,ID,1562276406,98,-0.95,122.79,63.3,3.6
grand gaube,40,MU,1562276255,78,-20.01,57.66,71.6,8.05
gat,20,SN,1562276407,78,14.69,-16.54,75.2,11.41
djibo,100,BF,1562276407,28,14.1,-1.63,96.56,13.69
nanchong,45,CN,1562276164,96,30.8,106.08,65.37,1.99
chon buri,20,TH,1562276151,83,13.36,100.98,84.99,6.93
natal,75,BR,1562276408,94,-5.81,-35.21,77,12.75
sorland,75,NO,1562276408,81,67.67,12.69,46.4,3.36
pilar,0,AR,1562276409,49,-34.46,-58.91,46.4,12.75
cockburn town,9,TC,1562276409,77,21.46,-71.14,82.5,20.42
gerede,0,TR,1562276410,91,40.8,32.2,59.52,2.51
acandi,20,CO,1562276410,70,8.51,-77.28,83.1,5.84
jinchang,67,CN,1562276284,23,38.52,102.19,65.73,7.23
sorochinsk,10,RU,1562276410,71,52.43,53.15,60.26,4.83
kudahuvadhoo,100,MV,1562276411,74,2.67,72.89,83.48,5.14
motca,75,RO,1562276411,68,47.25,26.62,69.01,4.7
upata,87,VE,1562276411,83,8.02,-62.41,82.99,5.01
labuhan,0,ID,1562276277,93,-2.54,115.51,70.57,2.08
yuzhou,0,CN,1562276412,78,34.16,113.47,73.4,2.24
acheng,75,CN,1562276412,88,45.55,126.95,68,11.18
kailua,90,US,1562276412,88,21.39,-157.74,86,8.05
christchurch,93,NZ,1562276401,80,-43.53,172.64,42.01,11.41
kitimat,75,CA,1562276413,60,54.02,-128.69,71.6,4.7
jacareacanga,20,BR,1562276413,60,-6.22,-57.76,85.37,2.39
kundiawa,58,PG,1562276414,98,-6.02,144.97,50.07,2.06
touros,75,BR,1562276414,94,-5.2,-35.46,77,12.75
ancud,40,CL,1562276414,75,-41.87,-73.83,46.4,3.36
tezu,91,IN,1562276415,88,27.93,96.16,75.2,0.94
kargat,46,RU,1562276415,93,55.19,80.28,55.38,9.13
nijar,75,ES,1562276415,78,36.97,-2.21,77,6.93
tunkas,0,MX,1562276415,38,20.9,-88.75,97.05,10.49
eustis,40,US,1562276416,58,40.66,-100.03,86,9.17
bintulu,75,MY,1562276416,100,3.17,113.03,75.2,3.36
wroclaw,0,PL,1562276134,47,51.1,17.03,62.01,2.24
pekalongan,8,ID,1562276417,89,-6.89,109.67,73.14,5.44
fort nelson,75,CA,1562276417,42,58.81,-122.69,68,14.99
tay ninh,61,VN,1562276418,92,11.3,106.1,75.66,4.7
lagoa,0,PT,1562276418,77,37.14,-8.45,68,14.99
esmeraldas,40,BR,1562276419,36,-19.76,-44.31,75.2,8.05
novopavlovka,0,KG,1562276419,56,42.87,74.49,68,8.95
melipilla,0,CL,1562276419,51,-33.69,-71.21,60.8,9.17
along,100,IN,1562276419,95,28.17,94.8,61.32,3.18
bonavista,100,CA,1562276420,79,48.65,-53.11,48.99,1.99
svetlogorsk,20,RU,1562276420,67,53.14,59.15,62.6,8.95
brae,97,GB,1562276420,81,60.4,-1.35,50,3.36
belmonte,80,PT,1562276421,57,40.36,-7.35,70,4.92
sabalgarh,100,IN,1562276421,71,26.25,77.41,85.44,18.16
karaton,20,ID,1562276422,78,-6.34,106.1,78.8,6.93
klaksvik,100,FO,1562276317,100,62.23,-6.59,48.2,5.82
nome,1,US,1562276422,74,30.04,-94.42,91.99,9.17
mabaruma,76,GY,1562276423,92,8.2,-59.78,80.88,2.68
rio gallegos,0,AR,1562276423,74,-51.62,-69.22,33.8,4.7
mankachar,90,IN,1562276423,85,25.53,89.87,81.6,10.09
santiago de cao,20,PE,1562276423,77,-7.96,-79.24,66.2,12.75
vinh,99,VN,1562276424,80,18.67,105.69,77.01,4.81
vanimo,68,PG,1562276424,82,-2.67,141.3,79.41,10.09
abha,0,SA,1562276424,68,18.22,42.5,71.6,3.36
kommunisticheskiy,63,RU,1562276425,84,61.68,64.48,59.61,4.85
japura,85,ID,1562276425,99,-0.42,102.29,73.18,1.57
sao francisco,0,BR,1562276425,62,-25.65,-53.85,55.4,4.7
edson,1,CA,1562276426,55,53.59,-116.44,60.8,5.82
smoky lake,18,CA,1562276426,58,54.11,-112.47,70,7.81
chekhov,0,RU,1562276426,66,55.14,37.45,55.4,6.71
alzamay,65,RU,1562276427,83,55.55,98.67,53.97,3.06
uhlove,0,UA,1562276427,66,44.82,33.6,73.86,15.01
san patricio,24,PY,1562276427,66,-26.98,-56.83,52.03,7.38
maumere,0,ID,1562276428,70,-8.63,122.22,70.14,4.18
karak,0,JO,1562276428,56,31.18,35.7,73.4,11.41
moose factory,75,CA,1562276428,54,51.26,-80.61,82.4,10.29
puerto madero,20,AR,1562276429,49,-34.61,-58.36,46.4,9.17
fort saint james,95,CA,1562276429,40,54.43,-124.25,67.85,6.91
manaus,75,BR,1562276429,88,-3.13,-59.98,77,2.24
rocha,4,UY,1562276429,76,-34.48,-54.34,40.17,13.73
taonan,33,CN,1562276430,56,45.34,122.78,75.99,1.01
rawson,0,AR,1562276430,51,-43.3,-65.11,34.35,7.85
karasjok,75,NO,1562276430,93,69.47,25.52,48.2,10.29
prieska,0,ZA,1562276431,19,-29.67,22.74,52.77,11.21
thunder bay,75,CA,1562276373,77,48.41,-89.26,75,8.05
doha,0,QA,1562276432,37,25.29,51.53,96.8,12.75
mayo,90,CA,1562276432,43,63.59,-135.9,73.4,3.36
shahr-e babak,0,IR,1562276432,13,30.12,55.12,82.49,13.42
nkhata bay,0,MW,1562276432,82,-11.61,34.3,56.1,0.78
moron,87,HT,1562276433,73,18.56,-74.26,81.77,1.86
flores da cunha,0,BR,1562276433,56,-29.03,-51.18,44.01,6.93
soyo,0,AO,1562276433,87,-6.13,12.37,72.68,9.26
neuquen,20,AR,1562276434,75,-38.95,-68.06,46.4,3.36
verkhoyansk,1,RU,1562276434,52,67.55,133.39,51.89,2.98
teeli,100,RU,1562276434,86,51.01,90.2,52.12,5.1
homer,1,US,1562276350,64,59.64,-151.54,82.99,6.93
fort-shevchenko,0,KZ,1562276435,60,44.51,50.26,77.32,8.3
mochishche,0,RU,1562276435,93,55.16,83.12,60.8,6.71
pueblo nuevo,0,AR,1562276436,42,-32.93,-68.73,48.2,5.82
manokwari,99,ID,1562276436,76,-0.87,134.08,74.04,4.29
fairbanks,90,US,1562276383,59,64.84,-147.72,66.99,6.93
grindavik,75,IS,1562276437,87,63.84,-22.43,51.8,14.99
bandarbeyla,93,SO,1562276311,58,9.49,50.81,81.01,23.29
los zacatones,75,MX,1562276438,59,22.95,-102.05,66.2,14.99
havelock,1,US,1562276438,74,34.88,-76.9,84.99,6.93
san vicente de canete,13,PE,1562276438,83,-13.08,-76.38,60.44,5.1
rapid valley,90,US,1562276439,88,44.06,-103.15,73,6.93
hobyo,97,SO,1562276439,67,5.35,48.53,78.87,25.95
bilibino,100,RU,1562276439,78,68.06,166.44,47.82,2.62
tautira,75,PF,1562276440,51,-17.73,-149.15,80.6,10.29
fukue,75,JP,1562276440,83,35.03,136.69,78.01,3.36
campobello di mazara,0,IT,1562276440,73,37.64,12.74,80.01,4.7
san ignacio,48,PE,1562276441,52,-5.15,-79,77.16,2.55
gamba,100,CN,1562276441,69,28.28,88.52,46.22,4.85
halifax,20,CA,1562276441,54,44.65,-63.58,84,5.82
mandalgovi,47,MN,1562276423,72,45.76,106.27,58.11,13.29
araouane,4,ML,1562276442,15,18.9,-3.53,102.3,8.08
gudari,99,IN,1562276442,92,19.34,83.79,74.58,1.54
saint-michel-des-saints,93,CA,1562276442,5,46.68,-73.92,84,1.01
galesong,20,ID,1562276276,100,-5.32,119.37,73.4,3.36
batamshinskiy,0,KZ,1562276443,59,50.56,58.27,64.4,11.18
miquelon,40,PM,1562276443,82,47.1,-56.38,55.4,13.87
walvis bay,0,NA,1562276444,72,-22.95,14.51,66.2,3.36
uyovu,0,TZ,1562276444,48,-3.28,31.53,68.52,4.59
zheleznodorozhnyy,0,RU,1562276444,62,55.75,38,55.4,4.47
zwedru,100,LR,1562276445,97,6.07,-8.13,71.63,4.14
port lincoln,0,AU,1562276445,72,-34.72,135.86,56.6,19.37
pisco,20,PE,1562276445,30,-13.71,-76.2,71.6,10.29
thinadhoo,34,MV,1562276446,77,0.53,72.93,83.66,9.75
nhulunbuy,9,AU,1562276446,93,-12.18,136.78,66.2,3.36
ormara,32,PK,1562276447,84,25.21,64.64,81.78,10.22
saint-francois,0,FR,1562276447,79,46.42,3.91,64.99,4.76
